ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0000430,http://purl.obolibrary.org/obo/TO_0000430,germination rate,germination speed (related)|GERMRATE (related)|GERMSP (related),Rate of germination of the seed.
TO:0000437,http://purl.obolibrary.org/obo/TO_0000437,male sterility,male sterility measure (related)|MALEST (related)|degree of male sterility of male sterile lines (related),"In plants, it represents the incompetence of the pollen to fertilize the ovum. Reasons could be non-viable pollen, incompatibility, pollen abortion, toxicity, genetic etc. Usually determined by either the pollen sterility or spikelet fertility (percent seed set)."
TO:0000438,http://purl.obolibrary.org/obo/TO_0000438,TO_0000438,,
TO:0000439,http://purl.obolibrary.org/obo/TO_0000439,fungal disease response,,"A microbial disease response  trait which is the response to damage to a plant structure  caused by an infection by a fungal pathogen (NCBITaxon:4751).|Plant structure  includes the whole plant , as well as parts of a plant. Plants can exhibit varying degrees of resistance or susceptibility to fungal infections."
TO:0000432,http://purl.obolibrary.org/obo/TO_0000432,temperature response trait,,Response by the plant in terms of sensitivity to temperature stress.
TO:0000155,http://purl.obolibrary.org/obo/TO_0000155,drought susceptibility index,DRSID (related)|drought score (related)|DRSSID (related)|drought sensitivity index (related)|DSI (related),"The index is calculated as, DSI = (1-Yds/Yns), where Yds and Yns are mean yields of a given genotype in drought susceptible (DS) and non-susceptible (NS) environments respectively."
TO:0000152,http://purl.obolibrary.org/obo/TO_0000152,panicle number,PN (related)|NOP (related)|panicle number per tiller (related)|number of effective tiller per plant (related)|number of panicle (related)|NP (related)|panicle number per plant (related)|spike number (related)|seed setting tillers per plant (related)|TP (related)|PNNB (related),A panicle morphology trait  which is the average number of panicles per plant in a study.
TO:0000153,http://purl.obolibrary.org/obo/TO_0000153,relative yield,RY (related)|RELYLD (related),Relative yield is calculated as a ratio of yield in stress to that of control.
TO:0000156,http://purl.obolibrary.org/obo/TO_0000156,penetrated root dry weight,PENRTDWT (related)|PRDW (related),"At 50 days after sowing (DAS), the dry weight of roots penetrated through the wax-petrolatum layer is measured."
TO:0000151,http://purl.obolibrary.org/obo/TO_0000151,rice skipper resistance,SKIPRS (related),Causal agent: Pelopidas mathias (Fabricius) and Parnara guttata.
TO:0000150,http://purl.obolibrary.org/obo/TO_0000150,TO_0000150,,
TO:0000154,http://purl.obolibrary.org/obo/TO_0000154,thrips resistance,THRIPSRS (related),Causal agent: Stenchaetothrips biformis. monitored at growth stage 2-3.
TO:0000158,http://purl.obolibrary.org/obo/TO_0000158,red light sensitivity,Pr light sensitivity (related)|RLTSN (related),Sensitivity to the red light content in the growth environment.
TO:0000157,http://purl.obolibrary.org/obo/TO_0000157,canopy temperature,CANTMP (related),Assay determines temperature of the leaf canopy.
TO:0000159,http://purl.obolibrary.org/obo/TO_0000159,blue light sensitivity,BLTSN (related),Sensitivity response observed in an environment illuminated with blue light.
TO:0000167,http://purl.obolibrary.org/obo/TO_0000167,cytokinin sensitivity,CKSN (related),Sensitivity to the cytokinin content in the growth medium or external application.
TO:0000165,http://purl.obolibrary.org/obo/TO_0000165,panicle inflorescence exsertion,Exs (related)|PNEX (related),A panicle inflorescence morphology trait  which is the extent of coverage of panicle inflorescence  by a sheath of a flag leaf .
TO:0000160,http://purl.obolibrary.org/obo/TO_0000160,UV light sensitivity,UV resistance (related)|Ultraviolet light sensitivity (related)|Ultraviolet resistance (related)|UVRS (related),Response shown by the plant in the presence of UV light stress.
TO:0000161,http://purl.obolibrary.org/obo/TO_0000161,radiation response trait,response to radiation (related)|radiation sensitivity (related)|RADSN (related),Response shown by the plant in terms of sensitivity to one or more types of radiation stress (quality and quantity of light).
TO:0000164,http://purl.obolibrary.org/obo/TO_0000164,plant stress trait,stress resistance (related)|stress tolerance (related)|stress susceptibility (related)|crop damage (related),"A plant trait  which is the response of a plant structure  to a plant stress (PSO:0000001).|Plant stress traits may be manifested in either the whole plant  or in parts of the plant, as a result of the exposure to either a biotic plant stress (PSO:0000011) or an abiotic plant stress (PSO:0000012). Responses to plant stresses may vary from resistance to susceptibility, with varying levels of tolerance."
TO:0000166,http://purl.obolibrary.org/obo/TO_0000166,gibberellic acid sensitivity,gibberellic acid response (related)|GB response (related)|GASN (related)|Gibberellin response (related)|GA3 response (related),Sensitivity to the gibberellic acid content in the growth medium or on external application.
TO:0000162,http://purl.obolibrary.org/obo/TO_0000162,grain quality trait,,"A fruit quality trait  that is the commercial and /or economical value of the grain (i.e. fruit ), or its overall improvement."
TO:0000163,http://purl.obolibrary.org/obo/TO_0000163,auxin sensitivity,indole-3-acetic acid response (related)|IAA response (related)|indole-3-acetic acid sensitivity (related)|AUXSN (related)|IAA sensitivity (related),Response with respect to application of auxin.|The most important auxin produced by plants is indole-3-acetic acid (IAA).
TO:0000168,http://purl.obolibrary.org/obo/TO_0000168,abiotic plant stress trait,abiotic stress tolerance (related),"A plant stress trait  which is the response of a plant structure  to an abiotic plant stress (PSO:0000012).|Plant abiotic stress traits may be manifested in either the whole plant  or in parts of the plant, as a result of the exposure to an abiotic plant stress (PSO:0000012).  Responses to plant stresses may vary from resistance to susceptibility, with varying levels of tolerance. Abiotic stresses are those resulting from non-living factors such as drought, salinity or temperature extremes."
TO:0000169,http://purl.obolibrary.org/obo/TO_0000169,chinsurah boro CMS,CMS-boro (related)|BOROCMS (related),Abortion of microspore development at trinucleate stage.
TO:0000799,http://purl.obolibrary.org/obo/TO_0000799,tassel inflorescence diameter,,A tassel inflorescence morphology trait  which is the diameter of a tassel inflorescence .|Refer to diameter : A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.
TO:0000794,http://purl.obolibrary.org/obo/TO_0000794,axillary bud prominence,,"An axillary bud morphology trait  which is the prominence of an axillary bud .|Refer to prominent : A protruding quality inhering in a bearer by virtue of the bearer's standing out or projecting beyond a surface or line. Promenence categorized by hidden, medium or exposed."
TO:0000795,http://purl.obolibrary.org/obo/TO_0000795,tassel inflorescence color,,"A tassel inflorescence morphology trait  which is the color of a tassel inflorescence .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000790,http://purl.obolibrary.org/obo/TO_0000790,axillary bud morphology trait,,A bud morphology trait  which is a quality of an axillary bud .
TO:0000796,http://purl.obolibrary.org/obo/TO_0000796,tassel inflorescence circumference,,A tassel inflorescence morphology trait  which is the circumference of a tassel inflorescence .|Refer to circumference : An 1-D extent quality which is equal to the length of the closed curve of a circle.
TO:0000798,http://purl.obolibrary.org/obo/TO_0000798,tassel inflorescence length,,A tassel inflorescence morphology trait  which is the length of a tassel inflorescence .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000793,http://purl.obolibrary.org/obo/TO_0000793,axillary bud shape,,"An axillary bud morphology trait  which is the shape of an axillary bud .|Refer to shape : A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0000792,http://purl.obolibrary.org/obo/TO_0000792,axillary bud number,,An axillary bud morphology trait  which is the number of axillary buds  on a stalk or stem.|Refer to number .
TO:0000791,http://purl.obolibrary.org/obo/TO_0000791,axillary bud size,,An axillary bud morphology trait  which the size of an axillary bud .|Refer to size : A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude. Size categories ranging from small to medium to large.
TO:0000797,http://purl.obolibrary.org/obo/TO_0000797,tassel inflorescence height,,A tassel inflorescence morphology trait  which is the height of a tassel inflorescence .|Refer to height : A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.
TO:0000048,http://purl.obolibrary.org/obo/TO_0000048,kernel smut disease resistance,KSRS (related)|KSm (related),"Causal agent: Tilletia barclayana. Symptoms: infected grains show minute black pustules or streaks bursting through the glumes. In severe infection, the rupturing glumes produce short beak-like or spur-like outgrowths."
TO:0000041,http://purl.obolibrary.org/obo/TO_0000041,brown rice length,Len (related)|BRWLG (related),A grain length  monitored after dehulling but before polishing. The grain should contain pericarp .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000040,http://purl.obolibrary.org/obo/TO_0000040,panicle length,PnL (related)|PNLG (related),A panicle morphology trait  which is the measurement in centimeters from panicle base to tip.|Evaluated at growth stage:8 in rice.
TO:0000047,http://purl.obolibrary.org/obo/TO_0000047,sporophytic incompatibility,,
TO:0000042,http://purl.obolibrary.org/obo/TO_0000042,f1-hybrid incompatibility,F1HYBIC (related),
TO:0000044,http://purl.obolibrary.org/obo/TO_0000044,stigma exsertion,STIEX (related)|stigma exsertion of male sterile lines (related),"Trait is monitored by counting number of flowers or florets that have completed anthesis on a given day and showing exserted stigma. Trait expressed as  percent stigma exsertion.|Scale,  (%), Stigma exsertion; 1- Above 70, Well exserted; 3- 41-70, Moderately well exserted; 5- 21-40, Just exserted; 7- 11-20, Partly exserted; 9- 0-10, Enclosed.  Evaluated at growth stage:6 and 7 in rice."
